Feature ID	Taxon
seq3923	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq3924	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; chuzhouense
seq3925	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq3926	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiales_vadinBB60_group; none; none
seq3927	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq3928	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Turicibacter; sanguinis
seq3929	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania; filiformis
seq3930	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq3931	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq3932	Bacteria; Acidobacteria; Subgroup_6; none; none; none; none
seq3933	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Faecalitalea; none
seq3934	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq3935	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq3936	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Subdoligranulum; none
seq3937	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3938	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq3939	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Geodermatophilaceae; Geodermatophilus; none
seq3940	Bacteria; Acidobacteria; Subgroup_6; none; none; none; none
seq3941	Bacteria; Proteobacteria; Alphaproteobacteria; Reyranellales; Reyranellaceae; Reyranella; none
seq3942	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Massilia; none
seq3943	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq3944	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3945	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_FCS020_group; none
seq3946	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq3947	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; none
seq3948	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_NK4A136_group; none
seq3949	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3950	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; none; none; none
seq3951	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3952	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Intestinibacter; none
seq3953	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_NK4A136_group; none
seq3954	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3955	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola; none
seq3956	Bacteria; Actinobacteria; Acidimicrobiia; Microtrichales; Iamiaceae; Iamia; none
seq3957	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Marinifilaceae; Odoribacter; none
seq3958	Bacteria; Firmicutes; Clostridia; Thermoanaerobacterales; Family_III; Thermoanaerobacterium; none
seq3959	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Leptotrichiaceae; Leptotrichia; none
seq3960	Bacteria; Proteobacteria; Deltaproteobacteria; none; none; none; none
seq3961	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; none
seq3962	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Weeksellaceae; Cloacibacterium; none
seq3963	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq3964	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_9; none
seq3965	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq3966	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Enhydrobacter; aerosaccus
seq3967	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; none
seq3968	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq3969	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq3970	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; none; none
seq3971	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; none; none
seq3972	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq3973	Eukaryota; none; none; none; none; none; none
seq3974	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; Abiotrophia; defectiva
seq3975	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3976	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_5; none
seq3977	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq3978	Bacteria; Bacteroidetes; Bacteroidia; Chitinophagales; Chitinophagaceae; Cnuella; none
seq3979	Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; Victivallaceae; Victivallis; vadensis
seq3980	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq3981	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq3982	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Massilia; aerilata
seq3983	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq3984	Bacteria; Proteobacteria; Gammaproteobacteria; Tenderiales; Tenderiaceae; Candidatus_Tenderia; none
seq3985	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq3986	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq3987	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Moryella; indoligenes
seq3988	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; none
seq3989	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; none
seq3990	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Candidatus_Stoquefichus; none
seq3991	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptococcaceae; Peptococcus; niger
seq3992	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq3993	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq3994	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Senegalimassilia; anaerobia
seq3995	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_UCG-004; none
seq3996	Eukaryota; none; none; none; none; none; none
seq3997	Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; vadinBE97; none; none
seq3998	Eukaryota; Vertebrata; Mammalia; none; none; none; none
seq3999	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Intestinibacter; none
seq4000	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4001	Bacteria; none; none; none; none; none; none
seq4002	Bacteria; Tenericutes; Mollicutes; Mollicutes_RF39; none; none; none
seq4003	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq4004	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospiraceae_NK4A136_group; none
seq4005	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus_2; eutactus
seq4006	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-005; none
seq4007	Eukaryota; none; none; none; none; none; none
seq4008	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4009	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter; none
seq4010	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Angelakisella; none
seq4011	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4012	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4013	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; none; none
seq4014	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_9; none
seq4015	Bacteria; Acidobacteria; Acidobacteriia; Acidobacteriales; Acidobacteriaceae_(Subgroup_1); Bryocella; none
seq4016	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Methylobacterium; none
seq4017	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Neisseriaceae; none; none
seq4018	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4019	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; none
seq4020	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; none
seq4021	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4022	Bacteria; Actinobacteria; Actinobacteria; Corynebacteriales; Corynebacteriaceae; Corynebacterium_1; none
seq4023	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4024	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4025	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; none; none; none
seq4026	none; none; none; none; none; none; none
seq4027	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4028	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Merdibacter; none
seq4029	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Sellimonas; none
seq4030	Eukaryota; none; none; none; none; none; none
seq4031	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_5; none
seq4032	Eukaryota; none; none; none; none; none; none
seq4033	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; none; none
seq4034	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; none
seq4035	Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae_1; Clostridium_sensu_stricto_1; none
seq4036	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Atopobiaceae; Atopobium; parvulum
seq4037	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; none
seq4038	Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xanthomonas; none
seq4039	Bacteria; Gemmatimonadetes; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; none; none
seq4040	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; hominis
seq4041	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_6; salivae
seq4042	Bacteria; Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; none; none
seq4043	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Eggerthella; lenta
seq4044	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; none
seq4045	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4046	Bacteria; Planctomycetes; Planctomycetacia; Gemmatales; Gemmataceae; Gemmata; none
seq4047	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq4048	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus_Soleaferrea; none
seq4049	Bacteria; Bacteroidetes; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium; none
seq4050	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4051	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq4052	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Caproiciproducens; none
seq4053	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4054	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; limosum
seq4055	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_5; none
seq4056	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; none
seq4057	Bacteria; Actinobacteria; MB-A2-108; none; none; none; none
seq4058	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; Family_XIII_AD3011_group; none
seq4059	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq4060	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4061	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; none
seq4062	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; rubiinfantis
seq4063	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; none
seq4064	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4065	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelotrichaceae_UCG-003; none
seq4066	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; none; none
seq4067	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotellaceae_UCG-001; none
seq4068	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; CAG-56; none
seq4069	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; none
seq4070	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; ureolyticus
seq4071	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Eggerthella; lenta
seq4072	Eukaryota; none; none; none; none; none; none
seq4073	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia; mucilaginosa
seq4074	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella_3; none
seq4075	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4076	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Coprobacter; none
seq4077	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Phyllobacterium; none
seq4078	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; none
seq4079	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Phocea; none
seq4080	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq4081	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4082	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4083	Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Anaerofustis; none
seq4084	Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Rubellimicrobium; none
seq4085	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4086	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_9; copri
seq4087	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerotruncus; none
seq4088	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Oribacterium; none
seq4089	Bacteria; Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; none
seq4090	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq4091	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Bilophila; wadsworthia
seq4092	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4093	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4094	Bacteria; Rokubacteria; NC10; Rokubacteriales; none; none; none
seq4095	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; none; none; none
seq4096	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Negativicoccus; succinicivorans
seq4097	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq4098	Bacteria; Spirochaetes; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema_2; socranskii
seq4099	Bacteria; Spirochaetes; Spirochaetia; Spirochaetales; Spirochaetaceae; Treponema_2; vincentii
seq4100	Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; nucleatum
seq4101	Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; Acinetobacter; none
seq4102	Bacteria; Entotheonellaeota; Entotheonellia; Entotheonellales; Entotheonellaceae; none; none
seq4103	Bacteria; Verrucomicrobia; Verrucomicrobiae; UA11; none; none; none
seq4104	Bacteria; Acidobacteria; Subgroup_6; none; none; none; none
seq4105	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Intestinibacter; none
seq4106	Bacteria; Firmicutes; Clostridia; Clostridiales; none; none; none
seq4107	Bacteria; Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Intestinibacter; none
seq4108	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Glutamicibacter; none
seq4109	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4110	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Barnesiellaceae; Coprobacter; fastidiosus
seq4111	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoanaerobaculum; cf.
seq4112	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides; none
seq4113	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; none
seq4114	Bacteria; Lentisphaerae; Lentisphaeria; Victivallales; vadinBE97; none; none
seq4115	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XIII; none; none
seq4116	Bacteria; Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenellaceae_R-7_group; none
seq4117	Bacteria; Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Faecalitalea; cylindroides
seq4118	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4119	Bacteria; none; none; none; none; none; none
seq4120	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq4121	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides; none
seq4122	Bacteria; Firmicutes; Bacilli; Lactobacillales; Aerococcaceae; none; none
seq4123	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4124	Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas; none
seq4125	Eukaryota; none; none; none; none; none; none
seq4126	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Pediococcus; none
seq4127	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4128	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; GCA-900066575; none
seq4129	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Anaerococcus; octavius
seq4130	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Agathobacter; none
seq4131	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Nakamurellaceae; Nakamurella; none
seq4132	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4133	Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; desulfuricans
seq4134	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Geodermatophilaceae; Blastococcus; none
seq4135	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerofilum; none
seq4136	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; none; none
seq4137	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4138	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus_1; none
seq4139	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; hominis
seq4140	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Micrococcaceae; Rothia; none
seq4141	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4142	Bacteria; Firmicutes; Clostridia; none; none; none; none
seq4143	Bacteria; Actinobacteria; Actinobacteria; Micrococcales; Microbacteriaceae; none; none
seq4144	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4145	Bacteria; Acidobacteria; Blastocatellia_(Subgroup_4); DS-100; none; none; none
seq4146	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Pectobacterium; none
seq4147	Eukaryota; none; none; none; none; none; none
seq4148	Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter; none
seq4149	Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus; haemolyticus
seq4150	Bacteria; Armatimonadetes; none; none; none; none; none
seq4151	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4152	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Stomatobaculum; none
seq4153	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; buccae
seq4154	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4155	Bacteria; Proteobacteria; Gammaproteobacteria; none; none; none; none
seq4156	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4157	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Murdochiella; none
seq4158	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; none; none
seq4159	Bacteria; Planctomycetes; Phycisphaerae; Tepidisphaerales; WD2101_soil_group; none; none
seq4160	Bacteria; Epsilonbacteraeota; Campylobacteria; Campylobacterales; Campylobacteraceae; Campylobacter; none
seq4161	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4162	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4163	Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; none; none
seq4164	Bacteria; Firmicutes; none; none; none; none; none
seq4165	Bacteria; Bacteroidetes; Bacteroidia; Cytophagales; Microscillaceae; Siphonobacter; none
seq4166	Bacteria; Proteobacteria; Gammaproteobacteria; Betaproteobacteriales; Burkholderiaceae; Massilia; none
seq4167	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella_7; melaninogenica
seq4168	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4169	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-010; none
seq4170	Bacteria; Firmicutes; none; none; none; none; none
seq4171	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Anaeroglobus; none
seq4172	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4173	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4174	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4175	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminiclostridium_5; none
seq4176	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Allisonella; histaminiformans
seq4177	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4178	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4179	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4180	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; none
seq4181	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides; none
seq4182	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; none; none
seq4183	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4184	Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcaceae_UCG-014; none
seq4185	Bacteria; Firmicutes; Bacilli; Bacillales; Family_X; Thermicanus; none
seq4186	Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; none
seq4187	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Eggerthellaceae; Gordonibacter; none
seq4188	Bacteria; Actinobacteria; Actinobacteria; Frankiales; Geodermatophilaceae; none; none
seq4189	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4190	Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; none; none
seq4191	Bacteria; Actinobacteria; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; none
seq4192	Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella; tannerae
seq4193	Bacteria; Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Phascolarctobacterium; faecium
seq4194	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Anaerococcus; vaginalis
seq4195	Bacteria; Bacteroidetes; Bacteroidia; Flavobacteriales; Weeksellaceae; Cloacibacterium; none
seq4196	Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Brevundimonas; none
seq4197	Bacteria; Planctomycetes; Planctomycetacia; Isosphaerales; Isosphaeraceae; Paludisphaera; none
seq4198	Bacteria; Proteobacteria; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Roseomonas; none
seq4199	Bacteria; Firmicutes; Clostridia; Clostridiales; Family_XI; Anaerococcus; none
